name,SITE Intel Group - 1-10-13 - NF Video SB French Hospital Aleppo.txt,SITE Intel Group - 1-17-13 - NF Liberate Taftanaz Airport.txt,SITE Intel Group - 1-18-13 - NF 50 Explosives Damascus.txt,SITE Intel Group - 1-2-13 - NF Security Missions Attacks.txt,SITE Intel Group - 1-24-13 -NF-Vehicles-Photos.txt,SITE Intel Group - 1-25-13 -NF-Handcuff.txt,SITE Intel Group - 1-28-13 - NF No Fly Zone Aleppo Bombings.txt,SITE Intel Group - 1-3-13 - NF Hama Bombings Attacks.txt,SITE Intel Group - 1-7-13 - NF Three Day Battle Murk.txt,SITE Intel Group - 10-11-13 - NF Liberating Deraa Rockets Deir Zour.txt,SITE Intel Group - 10-14-13 - NF Video SB Tama Barrier.txt,SITE Intel Group - 10-21-13 - NF SB Raid Sniping Syria.txt,SITE Intel Group - 10-23-13 - NF Pharma Factory Dmscs 250 DZ.txt,SITE Intel Group - 10-25-13 - NF Video Interview Sami Aridi.txt,SITE Intel Group - 10-29-13 - NF Bombings Mortars Killing Dozens.txt,SITE Intel Group - 10-30-13 - NF Destroy Jet Aleppo.txt,SITE Intel Group - 10-30-13 - NF Video Interview SB Assim.txt,SITE Intel Group - 10-7-13 - NF 100 Killed Aleppo Deraa.txt,SITE Intel Group - 11-1-13 - NF Video IED Series 3.txt,SITE Intel Group - 11-13-13 - NF Rashidiya Liberation.txt,SITE Intel Group - 11-15-13 - NF Video SB Deir Zour Airport.txt,SITE Intel Group - 11-18-13 - NF Video SB Revenge Rankus.txt,SITE Intel Group - 11-20-13 - NF Report Aleppo Clashes.txt,SITE Intel Group - 11-25-13 - NF Rockets Damascus Sniping Homs.txt,SITE Intel Group - 11-27-13 - NF Video Purify Rashidiya.txt,SITE Intel Group - 11-29-12 - NF Releases Captured Soldiers Helicopter.txt,SITE Intel Group - 11-29-13 - NF Executes 5 Liberates Oil Field.txt,SITE Intel Group - 11-7-13 - NF SB Air Force Intel Suweida.txt,SITE Intel Group - 11-8-13 - NF SBs 120 Deraa Hama Homs.txt,SITE Intel Group - 12-11-13 - NF Attacks Deraa Hama.txt,SITE Intel Group - 12-13-12 - NF Interior Ministry SBs.txt,SITE Intel Group - 12-16-13 - NF Video Interview Tamico Attacker.txt,SITE Intel Group - 12-17-13 - MHB Rocket Hermel Hezbollah.txt,SITE Intel Group - 12-18-13 - NF Video Raid Electric Co Jobar.txt,SITE Intel Group - 12-19-12 - NF Denies Deaths.txt,SITE Intel Group - 12-19-13 - NF Bemo Syriatel Towers DZ.txt,SITE Intel Group - 12-3-12 - NF SB 50 Nayrab Airport.txt,SITE Intel Group - 12-3-13 - NF Video Raid Harat Bado Deraa.txt,SITE Intel Group - 12-31-12 - NF Joint Op Attacks.txt,SITE Intel Group - 12-4-13 - NF Video Liberating Brigade 38 Deraa.txt,SITE Intel Group - 12-5-13 - NF Video Liberating Um Loqas Battalion Deraa.txt,SITE Intel Group - 12-6-13 - NF Video Raid Border Stations Deraa.txt,SITE Intel Group - 12-7-12 - NF SB Qusayr.txt,SITE Intel Group - 2-11-13 - NF Suicide Raid Homs.txt,SITE Intel Group - 2-14-13 - NF Raid Thanks.txt,SITE Intel Group - 2-14-13 - NF Video Revenge SB Mastumah.txt,SITE Intel Group - 2-15-13 - NF Shaddadi Raid SB.txt,SITE Intel Group - 2-18-13 - NF Video 50 Explosives Eastern Ghotah.txt,SITE Intel Group - 2-20-13 - NF Down 3 Planes Rockets.txt,SITE Intel Group - 2-21-13 - NF Video SBs Interior Ministry.txt,SITE Intel Group - 2-28-13 - NF Saudi Fighter Story Travel.txt,SITE Intel Group - 2-5-13 - NF Faysal Rockets 70 Plus Attacks.txt,SITE Intel Group - 2-6-13 - NF Siege Military Idlib Attacks Deraa.txt,SITE Intel Group - 3-11-13 - NF Liberate Yarabiyah.txt,SITE Intel Group - 3-12-13 - NF Video Biggest SB Homs.txt,SITE Intel Group - 3-18-13 - NF SBs Bridges.txt,SITE Intel Group - 3-19-13 - NF Liberating Khan Toman Depot.txt,SITE Intel Group - 3-22-13 - NF Rockets Raids Hama Idlib DZ.txt,SITE Intel Group - 3-27-13 - NF Killing 70 Three Attacks DZ.txt,SITE Intel Group - 3-5-13 - NF 2 SBS Raid Damascus.txt,SITE Intel Group - 3-7-13 - NF Raids Ambushes Aleppo Hama Homs.txt,SITE Intel Group - 4-3-13 - NF Rockets Bombings.txt,SITE Intel Group - 4-9-13 - NF SB Homs Attacks Video.txt,SITE Intel Group - 5-14-13 - Video Alleged ISIL Fighters Public Execution Syria.txt,SITE Intel Group - 5-9-13 - MB Video Burial MB NF Fighters.txt,SITE Intel Group - 6-14-13 - NF Returns Claims Attacks.txt,SITE Intel Group - 6-18-13 - NF Attacks Damascus Hama.txt,SITE Intel Group - 6-19-13 - NF Ops Aleppo.txt,SITE Intel Group - 6-25-13 - NF 7 Man SB Bombing Damascus.txt,SITE Intel Group - 6-25-13 - NF Video Shaddadi Liberation.txt,SITE Intel Group - 6-27-13 - NF Dual SB Rockets Damascus Deraa Idlib.txt,SITE Intel Group - 7-1-13 - NF Deraa Joint Op Barriers.txt,SITE Intel Group - 7-10-13 - NF Video Became Ruins Deraa Barrier.txt,SITE Intel Group - 7-12-13 - NF Video Aleppo May 2013.txt,SITE Intel Group - 7-17-13 - NF SB Raid Hama Aleppo Damascus.txt,SITE Intel Group - 7-18-13 - NF Video SB Barghout Barrier Homs.txt,SITE Intel Group - 7-2-13 - NF Video IED Video Series 1.txt,SITE Intel Group - 7-22-13 - NF Audio Julani Success Warning.txt,SITE Intel Group - 7-24-13 - Himam Video 5 Deraa NF Food.txt,SITE Intel Group - 7-25-13 - NF Video BoE 14 Idlib.txt,SITE Intel Group - 7-26-13 - HNA Video 6 Bread East Ghouta.txt,SITE Intel Group - 7-26-13 - NF 2k Fighters Idlib Attacks.txt,SITE Intel Group - 7-26-13 - NF Khan Assal Raid.txt,SITE Intel Group - 7-3-13 - Himam News Video Syria NF Trash Collection.txt,SITE Intel Group - 7-30-13 - NF Raid Deraa Kills 300 Khan Assal.txt,SITE Intel Group - 7-31-13 - HNA Video 7 NF Restoring Power.txt,SITE Intel Group - 7-9-13 - NF Aleppo Attacks Joint ASIM.txt,SITE Intel Group - 8-13-13 - NF Aleppo Ops.txt,SITE Intel Group - 8-14-13 - HNA Video Liberated Dahra Abd Rabbo.txt,SITE Intel Group - 8-14-13 - NF SB Deir Zour Raids Attacks.txt,SITE Intel Group - 8-15-13 - NF Video IED Series 2.txt,SITE Intel Group - 8-16-13 - HNA Video NF Food Homs.txt,SITE Intel Group - 8-19-13 - NF Video SB Raid Damascus.txt,SITE Intel Group - 8-20-13 - NF SB Hama 3 Day Clashes Idlib.txt,SITE Intel Group - 8-21-13 - HNA Video Visit Kitchen NF.txt,SITE Intel Group - 8-25-13 - NF Julani Audio Eye for Eye.txt,SITE Intel Group - 8-26-2013 - Nusra Eid al-Fitr Sermon.txt,SITE Intel Group - 8-29-13 - NF First Attacks Eye for Eye Campaign.txt,SITE Intel Group - 8-30-13 - NF Barrage Rockets Raid Killing 21.txt,SITE Intel Group - 8-30-13 - NF Video Khan Assal Raid.txt,SITE Intel Group - 8-5-13 - HNA NF Video Water Hama.txt,SITE Intel Group - 8-5-13 - NF Busra Harir Update Deraa.txt,SITE Intel Group - 8-6-13 - NF Fighter German Member Story.txt,SITE Intel Group - 8-9-13 - NF Latakia Liberate Villages.txt,SITE Intel Group - 8-9-13 - NF Video Raid Binnish Housing Idlib.txt,SITE Intel Group - 9-10-13 - NF Video Determination Men Homs.txt,SITE Intel Group - 9-11-13 - NF Mortars Rockets Bombs.txt,SITE Intel Group - 9-13-13 - NF SB Raid Deir Zour Airport.txt,SITE Intel Group - 9-17-13 - NF Joint Op Ahrar Sham Homs Hits Hama.txt,SITE Intel Group - 9-19-13 - NF Video Manufacturing Faisal Rockets.txt,SITE Intel Group - 9-20-13 - NF Rockets Aleppo.txt,SITE Intel Group - 9-24-13 - NF Rockets Raid Deraa Deir Zour.txt,SITE Intel Group - 9-25-13 - NF Video Raid Huweiqa.txt,SITE Intel Group - 9-30-13 - NF Attack Border Free Female Prisoner.txt,SITE Intel Group - 9-4-13 - NF SB Raid Rocket Strikes.txt,SITE Intel Group - 9-5-13 - NF Killing Syrian NDF Commander.txt,SITE Intel Group - 9-6-13 - NF Kills Hama Governor Rockets Homs.txt
SITE Intel Group - 1-10-13 - NF Video SB French Hospital Aleppo.txt,0,0.482167313,0.45707948,0.436977207,0.451116572,0.51093806,0.373193989,0.508826218,0.50129172,0.43828862,0.312455056,0.376689713,0.455560614,0.408719102,0.396881625,0.399617546,0.36227942,0.389525636,0.572745034,0.438848154,0.380837506,0.328740439,0.361633348,0.43394775,0.294633777,0.62203985,0.422226048,0.460522104,0.366278751,0.472523611,0.658184618,0.377197091,0.663522735,0.404535282,0.48689425,0.51293827,0.486426114,0.488180116,0.405575553,0.483837161,0.413587938,0.538585935,0.480010737,0.48048943,0.462518232,0.43889554,0.362683463,0.432837439,0.410406585,0.313316514,0.51616174,0.376336637,0.401317626,0.508877896,0.298393018,0.370189282,0.528576728,0.410830861,0.409309887,0.409480917,0.425280636,0.389253905,0.399523481,0.508972542,0.408279938,0.423703732,0.421406063,0.407161398,0.45029613,0.509019386,0.389605296,0.464768532,0.472894385,0.537029539,0.366069176,0.280004146,0.508307721,0.505147332,0.527166326,0.368221958,0.479552364,0.370389736,0.40029742,0.403550031,0.381706297,0.600482231,0.419402915,0.451744,0.521605311,0.383467118,0.629532607,0.439312423,0.392550076,0.371695387,0.539319369,0.557537171,0.405755798,0.399666675,0.404642104,0.340444926,0.504170431,0.414233633,0.484184648,0.453461414,0.523792034,0.314253487,0.454250925,0.464001944,0.443500911,0.506330175,0.471290779,0.436129605,0.469245518,0.380639291,0.405470953,0.533010324,0.449513336
SITE Intel Group - 1-17-13 - NF Liberate Taftanaz Airport.txt,0.482167313,0,0.408860534,0.381975154,0.400181495,0.49310796,0.262904231,0.422804711,0.367550549,0.451327082,0.534764263,0.438094539,0.398755348,0.608169713,0.452050693,0.468468464,0.620913121,0.436769757,0.651034381,0.445476337,0.533723058,0.564746271,0.363525767,0.479259391,0.472061565,0.523916841,0.423746219,0.538087094,0.4015887,0.486395518,0.592664745,0.60330888,0.674945777,0.569932643,0.54090821,0.491428642,0.421570221,0.517104257,0.424599695,0.567684394,0.502962534,0.586581698,0.526171163,0.474667168,0.507321265,0.59129596,0.399007195,0.518561563,0.445313188,0.495072319,0.585425461,0.444546531,0.451224439,0.49090593,0.575889553,0.389807826,0.376881932,0.382003715,0.438626767,0.450149563,0.434150352,0.470553952,0.487221159,0.592402774,0.603842893,0.451906633,0.468463589,0.412607921,0.475668786,0.573756686,0.429731344,0.472854991,0.603615169,0.611719672,0.422198885,0.592402721,0.62411729,0.57767536,0.64260194,0.50851839,0.567429647,0.351287693,0.3974767,0.521936709,0.416778228,0.638412813,0.452951819,0.454954143,0.537278699,0.458205837,0.668463806,0.567976013,0.5116862,0.411536613,0.624945531,0.608649917,0.570092886,0.463377622,0.449545941,0.483869385,0.580103123,0.452129361,0.660931503,0.457820145,0.443559863,0.515955349,0.501720995,0.410338181,0.4721793,0.61887195,0.541479945,0.472008358,0.509670933,0.445027923,0.433552947,0.566278385,0.476772874
SITE Intel Group - 1-18-13 - NF 50 Explosives Damascus.txt,0.45707948,0.408860534,0,0.343094749,0.26933763,0.508716291,0.223619102,0.288873248,0.401080581,0.349513561,0.487759758,0.322930718,0.376909607,0.585072756,0.329944092,0.343713555,0.555945534,0.295980128,0.641478595,0.397248054,0.545967992,0.549755801,0.395722419,0.359805578,0.505217332,0.563957176,0.362354938,0.405773682,0.313866377,0.340312237,0.553981858,0.557148304,0.638571073,0.538005698,0.397301773,0.430369452,0.398769359,0.498486348,0.296113568,0.541493355,0.533955604,0.582970128,0.40055353,0.40139557,0.382099082,0.575108421,0.273361895,0.428612956,0.291761077,0.494395505,0.614637561,0.296026148,0.270005325,0.40130011,0.544871507,0.2756911,0.471270913,0.274050915,0.308514607,0.34631945,0.304326928,0.314600722,0.317751679,0.529920563,0.521423383,0.339049934,0.327477025,0.386374419,0.381765031,0.581359192,0.296356714,0.405837424,0.550668302,0.598368048,0.293562077,0.542619908,0.578314031,0.551257509,0.612214751,0.488597685,0.568485925,0.283372512,0.380163804,0.468923433,0.272225922,0.619903452,0.305247619,0.350823817,0.545894672,0.312070317,0.583713593,0.521505901,0.505746995,0.312712367,0.635758514,0.545096976,0.553219579,0.322215496,0.305555317,0.4935333,0.573822891,0.302604989,0.635023757,0.410422478,0.503280531,0.507370475,0.331725602,0.417475492,0.336242177,0.594134836,0.376923755,0.359251524,0.557027928,0.303952045,0.333991076,0.428677913,0.33999845
SITE Intel Group - 1-2-13 - NF Security Missions Attacks.txt,0.436977207,0.381975154,0.343094749,0,0.369424363,0.50291232,0.260751764,0.31306261,0.379103632,0.394430328,0.466065153,0.345225798,0.371828997,0.55067138,0.342526573,0.347638199,0.545819447,0.340455623,0.665076439,0.383675308,0.555172239,0.54453112,0.32183693,0.365639731,0.464492039,0.581948935,0.362607458,0.412035779,0.337004431,0.375415799,0.600025327,0.524671244,0.691413293,0.533358806,0.434756552,0.457822149,0.455552342,0.509824147,0.253166403,0.559395417,0.517635924,0.595964489,0.484377427,0.413521697,0.434166584,0.574313199,0.316578036,0.536532542,0.34266018,0.45601497,0.579937737,0.33207377,0.340181037,0.444549042,0.531905582,0.306939807,0.455426992,0.321625216,0.337874988,0.412178953,0.359367217,0.314120095,0.352968496,0.580791466,0.487866785,0.358420144,0.374096968,0.343429211,0.370431139,0.597339086,0.346328432,0.442382671,0.579469311,0.638137027,0.305260462,0.56036747,0.634115241,0.52695048,0.631840522,0.49580184,0.521147869,0.310518711,0.35981308,0.485892595,0.318203599,0.632568989,0.359124969,0.404499571,0.520147648,0.349381613,0.682710482,0.531083362,0.490364204,0.353200015,0.628732343,0.587111501,0.524181539,0.352255019,0.35688125,0.473384385,0.575829003,0.384687411,0.613099117,0.408000256,0.532737756,0.47443858,0.388033154,0.461612571,0.387058989,0.602620267,0.448058586,0.391341726,0.573277465,0.366037304,0.344452094,0.469760571,0.394924781
SITE Intel Group - 1-24-13 -NF-Vehicles-Photos.txt,0.451116572,0.400181495,0.26933763,0.369424363,0,0.432906075,0.268331741,0.308970973,0.422187542,0.377802233,0.47798826,0.351277808,0.385611245,0.574781555,0.34889306,0.361104088,0.548597423,0.352457895,0.62258228,0.425811013,0.538333952,0.549901358,0.419410509,0.387043902,0.476953384,0.543523394,0.368708131,0.440850975,0.326747639,0.378803666,0.547860285,0.541362716,0.65310045,0.534934927,0.465923752,0.450801989,0.424727249,0.501283885,0.338360737,0.544563552,0.511699338,0.591506667,0.431888261,0.421624459,0.438923159,0.566475008,0.357179211,0.483304397,0.324974367,0.477623243,0.588172692,0.339321167,0.325574324,0.433623722,0.534456337,0.290965481,0.429566162,0.330263822,0.337348452,0.371012882,0.317515586,0.331054314,0.334774832,0.547268481,0.557502353,0.337376711,0.371653777,0.388988565,0.403459329,0.616492489,0.346429332,0.431962624,0.558803112,0.579635732,0.33329001,0.563943118,0.560925258,0.548691391,0.602717822,0.51302581,0.575340674,0.323747502,0.380231229,0.473306227,0.298084647,0.605134862,0.34004266,0.332658599,0.544965377,0.317939403,0.612104727,0.495262501,0.465558476,0.31248903,0.640212446,0.561513371,0.545209146,0.339452118,0.334402368,0.513633972,0.567250377,0.356775686,0.645075087,0.430129654,0.547441685,0.475389311,0.348979588,0.471640199,0.379102689,0.619653101,0.423780124,0.384737471,0.529633952,0.31711487,0.351290735,0.459499144,0.362245842
SITE Intel Group - 1-25-13 -NF-Handcuff.txt,0.51093806,0.49310796,0.508716291,0.50291232,0.432906075,0,0.467832288,0.550914559,0.478752437,0.595148118,0.562347295,0.553499229,0.529418402,0.734958374,0.567185683,0.584006126,0.696886125,0.563197316,0.578039086,0.587864289,0.505228403,0.566540258,0.557248191,0.551580743,0.577105066,0.555078306,0.550694043,0.560195075,0.507151622,0.593110176,0.5530419,0.717814774,0.689018126,0.569861577,0.593150195,0.595003294,0.402234646,0.58096887,0.554094836,0.614529882,0.503273054,0.60068617,0.493893115,0.483119454,0.626648677,0.424100774,0.560309022,0.504780476,0.602163992,0.500247586,0.640948508,0.609560031,0.616658819,0.571251008,0.637663692,0.523078813,0.498777961,0.534614589,0.563221244,0.463266092,0.568188864,0.582136014,0.556521605,0.631457215,0.558644016,0.512509596,0.59215222,0.468908813,0.474884507,0.46324354,0.553604647,0.543195391,0.525952986,0.530085384,0.55370967,0.524177136,0.561876386,0.652211056,0.625517988,0.479093256,0.67874506,0.542426117,0.533011578,0.539882096,0.572970718,0.601133847,0.61438225,0.556453195,0.580232747,0.573457279,0.55728576,0.593323673,0.398930665,0.547787821,0.700909146,0.639135837,0.710079018,0.558003057,0.567770239,0.574073185,0.610423449,0.560393836,0.661399242,0.559386096,0.546442598,0.560868836,0.597075739,0.527482915,0.586103438,0.686906384,0.57129458,0.620533349,0.498659156,0.54125471,0.574489022,0.616765976,0.556948239
SITE Intel Group - 1-28-13 - NF No Fly Zone Aleppo Bombings.txt,0.373193989,0.262904231,0.223619102,0.260751764,0.268331741,0.467832288,0,0.25155357,0.342925522,0.289312456,0.425005356,0.257221264,0.300133831,0.497791954,0.242742928,0.252909118,0.472833286,0.273685177,0.662626291,0.307958312,0.489720797,0.499739376,0.288404738,0.312225621,0.42070479,0.498594964,0.270686547,0.378861689,0.248378157,0.338725376,0.547185593,0.462867287,0.624076695,0.491786693,0.385549456,0.422169068,0.37408574,0.483108982,0.185804933,0.468308839,0.501983017,0.565207261,0.372699171,0.360461047,0.341055514,0.558904267,0.216543889,0.510879145,0.239523797,0.419374294,0.547938406,0.206076271,0.225690883,0.384066794,0.462976149,0.181264613,0.362996055,0.215502092,0.237197795,0.29968255,0.250268578,0.234911741,0.250215751,0.518053056,0.47182048,0.266008051,0.279426781,0.278581574,0.330479594,0.597711608,0.226790152,0.363210266,0.565564511,0.647983844,0.224212821,0.516272682,0.611924699,0.459705191,0.61766121,0.484034296,0.507466667,0.201510515,0.283596421,0.454043751,0.196287388,0.603920753,0.23644823,0.287366922,0.477092802,0.237601433,0.677080571,0.469668098,0.480426031,0.227796365,0.594326698,0.515856604,0.460767719,0.249776864,0.251400007,0.40371807,0.537163346,0.258861689,0.572647877,0.358048878,0.471373375,0.435375406,0.293437488,0.349034971,0.323496702,0.538888623,0.385658416,0.286412982,0.528973676,0.248099707,0.251633794,0.429320013,0.314592086
SITE Intel Group - 1-3-13 - NF Hama Bombings Attacks.txt,0.508826218,0.422804711,0.288873248,0.31306261,0.308970973,0.550914559,0.25155357,0,0.370425436,0.395549368,0.494207446,0.374723449,0.395963086,0.595918864,0.363091977,0.371170926,0.593943261,0.370065624,0.666461617,0.4347236,0.605551632,0.601196627,0.41833604,0.431030796,0.531225792,0.599043297,0.406942205,0.464305,0.356330768,0.405445851,0.492928007,0.583374302,0.672403179,0.579160638,0.420102086,0.477390298,0.453745814,0.536535504,0.264329725,0.540997194,0.60054951,0.621132833,0.415711966,0.444638636,0.436982233,0.607583062,0.31901179,0.537190107,0.329265116,0.532608544,0.637791415,0.3317922,0.326864189,0.476640782,0.567432572,0.29108227,0.479481009,0.290655921,0.358889079,0.406277541,0.333130228,0.333384844,0.375017134,0.604592651,0.53756979,0.388424057,0.391556284,0.403154055,0.444375057,0.631575958,0.33292138,0.427496722,0.560064912,0.643379591,0.338066788,0.585431692,0.560232765,0.553519357,0.654529762,0.534246867,0.565168426,0.319256201,0.428322487,0.542460711,0.323409697,0.672606343,0.347608273,0.378183495,0.594703801,0.368056577,0.68643282,0.566439527,0.552149403,0.345169645,0.662115136,0.600563023,0.582733811,0.352718154,0.36124505,0.541696409,0.594015904,0.358653021,0.683231367,0.462141241,0.527405153,0.539768589,0.390512272,0.516345939,0.377712596,0.632825111,0.45642542,0.393040234,0.62732731,0.37504992,0.389474172,0.471590873,0.391593502
SITE Intel Group - 1-7-13 - NF Three Day Battle Murk.txt,0.50129172,0.367550549,0.401080581,0.379103632,0.422187542,0.478752437,0.342925522,0.370425436,0,0.461371842,0.528898314,0.429703747,0.437687258,0.647242977,0.47325694,0.496119811,0.642114442,0.431684225,0.632983987,0.447685423,0.559175989,0.571388626,0.400928415,0.486292141,0.512075667,0.53582798,0.466399969,0.532717618,0.412960746,0.482752727,0.58057768,0.632634306,0.724047895,0.552010705,0.52184133,0.540858902,0.4148152,0.519402851,0.416246541,0.580634665,0.49895574,0.559514795,0.467651135,0.496916211,0.517239078,0.55695498,0.409687005,0.496887241,0.467732336,0.519324664,0.607348701,0.474659296,0.470830941,0.477302163,0.608267039,0.39929744,0.437330152,0.399008416,0.466017837,0.495498811,0.431230755,0.485549548,0.490947106,0.613569423,0.551340555,0.497552259,0.494166601,0.41659524,0.47950967,0.518651627,0.441834219,0.46152617,0.536259104,0.577101842,0.421014882,0.555108976,0.58920134,0.609405157,0.653245555,0.479882839,0.592242888,0.379683529,0.448799433,0.510142777,0.433078446,0.608841278,0.455369162,0.481211659,0.544808861,0.483910531,0.638672736,0.544785071,0.504075397,0.440320027,0.638140241,0.638907311,0.606279965,0.464163761,0.462900324,0.511915873,0.586729703,0.464146071,0.63671663,0.481673808,0.469702921,0.539112394,0.516629147,0.504580577,0.472792934,0.639054198,0.500112289,0.496454286,0.561378059,0.464233586,0.465312596,0.528358159,0.498705602
SITE Intel Group - 10-11-13 - NF Liberating Deraa Rockets Deir Zour.txt,0.43828862,0.451327082,0.349513561,0.394430328,0.377802233,0.595148118,0.289312456,0.395549368,0.461371842,0,0.455051276,0.164353269,0.292862631,0.473155067,0.178005533,0.181475091,0.475183677,0.208913861,0.691601953,0.214512295,0.514509097,0.503304725,0.338874564,0.250461174,0.421917919,0.578108363,0.219231586,0.312707283,0.20479932,0.247133273,0.578705775,0.464879886,0.610673283,0.502238047,0.431150143,0.311892665,0.512769946,0.474090143,0.325628788,0.477353584,0.531692244,0.551616403,0.464988272,0.440332667,0.332330559,0.638842917,0.275479253,0.566409524,0.299614874,0.483873607,0.561720606,0.266850535,0.253620566,0.40573698,0.485525491,0.249401185,0.481114806,0.304017159,0.266464644,0.354010325,0.312502833,0.278026274,0.294953586,0.526425666,0.507860434,0.303780704,0.300477291,0.371404528,0.363227246,0.653519962,0.278136401,0.418029888,0.601994946,0.69719125,0.285914828,0.548859313,0.670108079,0.545016008,0.60598484,0.528666719,0.51655379,0.280813192,0.336420659,0.469769936,0.238753235,0.61527067,0.28983369,0.337530527,0.541394065,0.211778543,0.69212082,0.479564568,0.543478526,0.263008758,0.636284667,0.530027498,0.473756294,0.235203312,0.230810481,0.448722787,0.537857161,0.258672881,0.612607991,0.368440066,0.573009243,0.442387887,0.19242542,0.322052983,0.274316297,0.551868819,0.310631376,0.15915265,0.523397456,0.192695556,0.210985239,0.402519716,0.262072088
